"Seqname" "ST" "acsA" "aroE" "guaA" "mutL" "nuoD" "ppsA" "trpE"
"GCA_001452685.1_WH-SGI-V-07704_genomic.fna.txt" 390 39 5 1 3 4 46 56
"GCA_001452725.1_WH-SGI-V-07706_genomic.fna.txt" 348 22 20 11 3 3 3 7
"GCA_001452745.1_WH-SGI-V-07707_genomic.fna.txt" 815 103 11 61 5 1 6 8
"GCA_001452755.1_WH-SGI-V-07709_genomic.fna.txt" 569 11 5 11 11 3 6 27
"GCA_001452765.1_WH-SGI-V-07711_genomic.fna.txt" 446 18 4 5 3 1 17 13
"GCA_001452805.1_WH-SGI-V-07247_genomic.fna.txt" 235 38 11 3 13 1 2 4
"GCA_001452825.1_WH-SGI-V-07248_genomic.fna.txt" 1076 5 4 57 62 1 1 26
"GCA_001452835.1_WH-SGI-V-07249_genomic.fna.txt" 395 6 5 1 1 1 12 1
"GCA_001452865.1_WH-SGI-V-07250_genomic.fna.txt" 155 28 5 36 3 3 13 7
"GCA_001452905.1_WH-SGI-V-07253_genomic.fna.txt" 292 109 10 73 3 4 4 3
"GCA_001452915.1_WH-SGI-V-07254_genomic.fna.txt" 348 22 20 11 3 3 3 7
"GCA_001452935.1_WH-SGI-V-07258_genomic.fna.txt" 313 47 8 7 6 8 11 40
"GCA_001452965.1_WH-SGI-V-07260_genomic.fna.txt" 260 14 5 10 7 4 13 7
"GCA_001452985.1_WH-SGI-V-07261_genomic.fna.txt" 2031 87 198 141 87 53 109 197
"GCA_001452995.1_WH-SGI-V-07265_genomic.fna.txt" 2032 5 8 115 28 10 7 5
"GCA_001453015.1_WH-SGI-V-07263_genomic.fna.txt" 1203 33 1 25 6 6 7 5
"GCA_001453025.1_WH-SGI-V-07267_genomic.fna.txt" 9999 0 1 0 0 0 0 0
"GCA_001453065.1_WH-SGI-V-07272_genomic.fna.txt" 17 11 5 1 7 9 4 7
"GCA_001453075.1_WH-SGI-V-071082_genomic.fna.txt" 676 28 5 11 77 3 4 92
"GCA_001453095.1_WH-SGI-V-07416_genomic.fna.txt" 164 1 5 1 11 4 10 10
"GCA_001453125.1_WH-SGI-V-07418_genomic.fna.txt" 316 13 8 9 3 1 6 9
"GCA_001453145.1_WH-SGI-V-07420_genomic.fna.txt" 2050 20 30 31 26 48 24 32
"GCA_001453155.1_WH-SGI-V-07423_genomic.fna.txt" 155 28 5 36 3 3 13 7
"GCA_001453185.1_WH-SGI-V-07492_genomic.fna.txt" 646 11 5 6 11 2 4 19
"GCA_001453205.1_WH-SGI-V-07499_genomic.fna.txt" 179 36 27 28 3 4 13 7
"GCA_001453225.1_WH-SGI-V-07501_genomic.fna.txt" 2054 15 5 30 72 64 6 68
"GCA_001453235.1_WH-SGI-V-07503_genomic.fna.txt" 17 11 5 1 7 9 4 7
"GCA_001453265.1_WH-SGI-V-07506_genomic.fna.txt" 508 15 5 11 3 2 4 3
"GCA_001453285.1_WH-SGI-V-07507_genomic.fna.txt" 253 4 4 16 12 1 6 3
"GCA_001453305.1_WH-SGI-V-07620_genomic.fna.txt" 1527 17 10 129 5 4 112 19
"GCA_001453315.1_WH-SGI-V-07623_genomic.fna.txt" 2056 11 122 36 164 3 12 27
"GCA_001453345.1_WH-SGI-V-07624_genomic.fna.txt" 235 38 11 3 13 1 2 4
"GCA_001453365.1_WH-SGI-V-07625_genomic.fna.txt" 235 38 11 3 13 1 2 4
"GCA_001453385.1_WH-SGI-V-07629_genomic.fna.txt" 17 11 5 1 7 9 4 7
"GCA_001453405.1_WH-SGI-V-07631_genomic.fna.txt" 253 4 4 16 12 1 6 3
"GCA_001453415.1_WH-SGI-V-07632_genomic.fna.txt" 712 31 12 65 19 13 7 23
"GCA_001453435.1_WH-SGI-V-07638_genomic.fna.txt" 2058 16 5 11 11 2 15 1
"GCA_001453485.1_WH-SGI-V-07646_genomic.fna.txt" 235 38 11 3 13 1 2 4
"GCA_001453495.1_WH-SGI-V-07648_genomic.fna.txt" 316 13 8 9 3 1 6 9
"GCA_001453515.1_WH-SGI-V-07650_genomic.fna.txt" 261 105 5 30 3 3 4 14
"GCA_001453545.1_WH-SGI-V-07678_genomic.fna.txt" 463 6 5 5 3 1 6 3
"GCA_001453565.1_WH-SGI-V-07679_genomic.fna.txt" 235 38 11 3 13 1 2 4
"GCA_001453585.1_WH-SGI-V-07682_genomic.fna.txt" 621 15 5 20 5 1 4 25
"GCA_001453595.1_WH-SGI-V-07683_genomic.fna.txt" 235 38 11 3 13 1 2 4
"GCA_001453615.1_WH-SGI-V-07684_genomic.fna.txt" 308 13 4 5 5 12 7 15
"GCA_001453645.1_WH-SGI-V-07686_genomic.fna.txt" 17 11 5 1 7 9 4 7
"GCA_001453665.1_WH-SGI-V-07691_genomic.fna.txt" 175 28 22 5 3 3 14 19
"GCA_001453675.1_WH-SGI-V-07695_genomic.fna.txt" 1275 28 107 1 3 1 6 45
"GCA_001453705.1_WH-SGI-V-07696_genomic.fna.txt" 9999 0 1 0 0 0 0 0
"GCA_001453725.1_WH-SGI-V-07698_genomic.fna.txt" 1610 17 4 16 12 1 6 3
"GCA_001453735.1_WH-SGI-V-07701_genomic.fna.txt" 348 22 20 11 3 3 3 7
"GCA_001453755.1_WH-SGI-V-07705_genomic.fna.txt" 244 17 5 12 3 14 4 7
"GCA_001453775.1_WH-SGI-V-07710_genomic.fna.txt" 2061 15 5 5 3 3 15 3
"GCA_001453805.1_WH-SGI-V-07299_genomic.fna.txt" 549 7 5 12 3 4 1 7
"GCA_001453825.1_WH-SGI-V-07251_genomic.fna.txt" 446 18 4 5 3 1 17 13
"GCA_001453835.1_WH-SGI-V-07255_genomic.fna.txt" 313 47 8 7 6 8 11 40
"GCA_001453855.1_WH-SGI-V-07256_genomic.fna.txt" 111 17 5 5 4 4 4 3
"GCA_001453885.1_WH-SGI-V-07259_genomic.fna.txt" 111 17 5 5 4 4 4 3
"GCA_001453905.1_WH-SGI-V-07273_genomic.fna.txt" 17 11 5 1 7 9 4 7
"GCA_001453915.1_WH-SGI-V-07278_genomic.fna.txt" 2034 40 5 142 162 73 75 60
"GCA_001453945.1_WH-SGI-V-07279_genomic.fna.txt" 2035 16 14 3 11 1 132 1
"GCA_001453985.1_WH-SGI-V-07266_genomic.fna.txt" 2033 15 5 30 72 3 6 68
"GCA_001454045.1_WH-SGI-V-07276_genomic.fna.txt" 235 38 11 3 13 1 2 4
"GCA_001454065.1_WH-SGI-V-07277_genomic.fna.txt" 319 5 4 3 3 1 11 8
"GCA_001454085.1_WH-SGI-V-07574_genomic.fna.txt" 316 13 8 9 3 1 6 9
"GCA_001454095.1_WH-SGI-V-07856_genomic.fna.txt" 2038 5 200 11 6 1 101 139
"GCA_001454125.1_WH-SGI-V-07290_genomic.fna.txt" 244 17 5 12 3 14 4 7
"GCA_001454145.1_WH-SGI-V-07291_genomic.fna.txt" 233 16 5 30 11 4 31 41
"GCA_001454165.1_WH-SGI-V-07293_genomic.fna.txt" 671 5 5 57 13 1 74 3
"GCA_001454175.1_WH-SGI-V-07294_genomic.fna.txt" 132 6 20 1 3 4 4 2
"GCA_001454205.1_WH-SGI-V-07295_genomic.fna.txt" 308 13 4 5 5 12 7 15
"GCA_001454225.1_WH-SGI-V-07296_genomic.fna.txt" 111 17 5 5 4 4 4 3
"GCA_001454235.1_WH-SGI-V-07297_genomic.fna.txt" 446 18 4 5 3 1 17 13
"GCA_001454265.1_WH-SGI-V-07300_genomic.fna.txt" 9999 0 1 0 0 0 0 0
"GCA_001454285.1_WH-SGI-V-07306_genomic.fna.txt" 9999 0 1 0 0 0 0 0
"GCA_001454305.1_WH-SGI-V-07309_genomic.fna.txt" 235 38 11 3 13 1 2 4
"GCA_001454325.1_WH-SGI-V-07310_genomic.fna.txt" 2041 16 22 19 11 3 15 2
"GCA_001454335.1_WH-SGI-V-07312_genomic.fna.txt" 2042 111 201 64 26 30 59 55
"GCA_001454365.1_WH-SGI-V-07313_genomic.fna.txt" 316 13 8 9 3 1 6 9
"GCA_001454385.1_WH-SGI-V-07314_genomic.fna.txt" 2043 5 1 27 6 12 6 4
"GCA_001454395.1_WH-SGI-V-07316_genomic.fna.txt" 2044 40 5 17 3 4 15 2
"GCA_001454415.1_WH-SGI-V-07317_genomic.fna.txt" 2045 6 5 4 11 2 6 25
"GCA_001454445.1_WH-SGI-V-07322_genomic.fna.txt" 111 17 5 5 4 4 4 3
"GCA_001454465.1_WH-SGI-V-07323_genomic.fna.txt" 111 17 5 5 4 4 4 3
"GCA_001454485.1_WH-SGI-V-07324_genomic.fna.txt" 111 17 5 5 4 4 4 3
"GCA_001454495.1_WH-SGI-V-07325_genomic.fna.txt" 111 17 5 5 4 4 4 3
"GCA_001454515.1_WH-SGI-V-07364_genomic.fna.txt" 111 17 5 5 4 4 4 3
"GCA_001454545.1_WH-SGI-V-07329_genomic.fna.txt" 111 17 5 5 4 4 4 3
"GCA_001454565.1_WH-SGI-V-07330_genomic.fna.txt" 111 17 5 5 4 4 4 3
"GCA_001454585.1_WH-SGI-V-07708_genomic.fna.txt" 2060 40 202 145 7 1 12 1
"GCA_001454595.1_WH-SGI-V-07268_genomic.fna.txt" 235 38 11 3 13 1 2 4
"GCA_001454625.1_WH-SGI-V-07790_genomic.fna.txt" 2035 16 14 3 11 1 132 1
"GCA_001454645.1_WH-SGI-V-071851_genomic.fna.txt" 2037 15 199 5 5 50 4 14
"GCA_001454665.1_WH-SGI-V-07673_genomic.fna.txt" 664 9 5 11 3 4 40 18
"GCA_001454675.1_WH-SGI-V-07287_genomic.fna.txt" 2039 87 34 118 89 53 110 147
"GCA_001454705.1_WH-SGI-V-07302_genomic.fna.txt" 27 6 5 6 7 4 6 7
"GCA_001454725.1_WH-SGI-V-07305_genomic.fna.txt" 17 11 5 1 7 9 4 7
"GCA_001454755.1_WH-SGI-V-07318_genomic.fna.txt" 532 5 4 5 5 5 20 4
"GCA_001454785.1_WH-SGI-V-07320_genomic.fna.txt" 111 17 5 5 4 4 4 3
"GCA_001454805.1_WH-SGI-V-07326_genomic.fna.txt" 111 17 5 5 4 4 4 3
"GCA_001454825.1_WH-SGI-V-07327_genomic.fna.txt" 111 17 5 5 4 4 4 3
"GCF_000006765.1_ASM676v1_genomic.fna.txt" 549 7 5 12 3 4 1 7
"GCF_000014625.1_ASM1462v1_genomic.fna.txt" 253 4 4 16 12 1 6 3
"GCF_000017205.1_ASM1720v1_genomic.fna.txt" 1195 87 34 43 37 53 107 126
"GCF_000026645.1_ASM2664v1_genomic.fna.txt" 146 6 5 11 3 4 23 1
"GCF_000568855.2_ASM56885v2_genomic.fna.txt" 693 11 5 11 11 4 4 14
